material_id,formula,formation_energy_per_atom,band_gap,source
JVASP-9719,TlPd3O4,-0.73155,1.169,JARVIS
JVASP-114802,TlPdCl,-0.07077,0.213,JARVIS
JVASP-4630,TlPt2S3,-0.4849,1.064,JARVIS
JVASP-29338,TlPt2Se3,-0.42721,0.399,JARVIS
JVASP-8034,TlS,-0.26939,0.669,JARVIS
JVASP-138347,TlSBr,-0.00116,0.438,JARVIS
JVASP-115323,TlSO,0.61406,0.36,JARVIS
JVASP-87961,TlSb3S5,-0.36676,1.466,JARVIS
JVASP-29505,TlSbO3,-1.35499,2.368,JARVIS
JVASP-112272,TlSbP2Se6,-0.2039,1.42,JARVIS
JVASP-12884,TlSbS2,-0.40775,1.359,JARVIS
JVASP-56763,TlSbSe2,-0.35445,0.709,JARVIS
JVASP-8063,TlSbTe2,-0.23093,0.177,JARVIS
JVASP-91802,TlSe,-0.27994,0.257,JARVIS
JVASP-56040,TlSn2Br5,-0.86396,2.389,JARVIS
JVASP-148200,TlSn2I5,-0.58178,1.489,JARVIS
JVASP-120182,TlSnF3,-2.20154,2.847,JARVIS
JVASP-22943,TlSnF7,-2.20842,2.06,JARVIS
JVASP-101046,TlSnI3,-0.61823,1.726,JARVIS
JVASP-55312,TlV2AgO6,-1.94514,1.911,JARVIS
JVASP-144238,TlVO3,-2.07643,2.585,JARVIS
JVASP-62267,TlZnAsO4,-1.35764,3.237,JARVIS
JVASP-9592,Tm2CdS4,-1.80129,1.155,JARVIS
JVASP-11201,Tm2CdSe4,-1.54787,0.668,JARVIS
JVASP-140900,Tm2MgS4,-1.86952,2.143,JARVIS
JVASP-11405,Tm2MgSe4,-1.77334,1.492,JARVIS
JVASP-46381,Tm2Mn2O7,-2.86784,1.209,JARVIS
JVASP-53410,Tm2MnS4,-1.72209,0.503,JARVIS
JVASP-52472,Tm2Pb2O7,-2.29217,1.006,JARVIS
JVASP-146378,Tm2PbS4,-1.78923,2.149,JARVIS
JVASP-96632,Tm2S2O,-2.85266,2.714,JARVIS
JVASP-14262,Tm2S3,-2.23202,0.69,JARVIS
JVASP-2253,Tm2SO2,-3.48666,3.208,JARVIS
JVASP-50836,Tm2Sb2O7,-2.5437,1.801,JARVIS
JVASP-122050,Tm2Se3,-1.94777,1.263,JARVIS
JVASP-50860,Tm2SeO2,-3.35614,2.298,JARVIS
JVASP-19039,Tm2Sn2O7,-2.7951,2.865,JARVIS
JVASP-140240,Tm2Te3,-1.42131,0.563,JARVIS
JVASP-29411,Tm2Te5O13,-1.89108,3.028,JARVIS
JVASP-107098,Tm2TeO2,-3.10903,0.459,JARVIS
JVASP-44349,Tm2TeO6,-2.76345,3.189,JARVIS
JVASP-102320,Tm2TeS2,-1.95848,1.777,JARVIS
JVASP-59268,Tm2Ti2O7,-3.60373,2.649,JARVIS
JVASP-50952,Tm2TiO5,-3.63748,3.087,JARVIS
JVASP-98361,Tm2ZnS4,-1.8416,2.329,JARVIS
JVASP-50856,Tm2Zr2O7,-3.73836,2.496,JARVIS
JVASP-143608,Tm3Sb4Au3,-0.77683,0.587,JARVIS
JVASP-46393,Tm3TaO7,-3.70787,3.443,JARVIS
JVASP-140362,Tm4CdS7,-1.94177,1.215,JARVIS
JVASP-141390,Tm4MgS7,-2.12099,1.043,JARVIS
JVASP-46372,Tm6WO12,-3.64968,2.869,JARVIS
JVASP-146821,Tm8In3Co,-0.38486,0.103,JARVIS
JVASP-4858,TmAgP2Se6,-0.54342,1.667,JARVIS
JVASP-91554,TmAgS2,-1.42296,0.932,JARVIS
JVASP-141936,TmAgSe2,-1.23243,1.274,JARVIS
JVASP-91924,TmAgTe2,-0.9019,0.908,JARVIS
JVASP-37377,TmAl3C3,-0.47176,0.168,JARVIS
JVASP-146747,TmAsSe,-1.47035,0.22,JARVIS
JVASP-26335,TmBi2BrO4,-2.18758,1.529,JARVIS
JVASP-26327,TmBi2ClO4,-2.23621,1.497,JARVIS
JVASP-26411,TmBi2IO4,-2.11023,1.575,JARVIS
JVASP-49763,TmBiO3,-2.61946,3.178,JARVIS
JVASP-102168,TmBiTe3,-0.80437,1.023,JARVIS
JVASP-33822,TmBr3,-1.8223,2.633,JARVIS
JVASP-145908,TmCO4,-2.17422,0.6,JARVIS
JVASP-124309,TmCl3,-2.0706,3.383,JARVIS
JVASP-143636,TmCrB4,-0.70867,0.277,JARVIS
JVASP-142683,TmCrO3,-3.08081,1.098,JARVIS
JVASP-139933,TmCu3S3,-0.91632,1.421,JARVIS
JVASP-97515,TmCu3Te3,-0.53252,0.395,JARVIS
JVASP-143177,TmCuPbS3,-1.22411,1.546,JARVIS
JVASP-41445,TmCuPbSe3,-1.0433,1.158,JARVIS
JVASP-10977,TmCuS2,-1.48766,1.796,JARVIS
JVASP-31163,TmCuSe2,-1.24213,1.274,JARVIS
JVASP-33824,TmI3,-1.30079,1.802,JARVIS
JVASP-3807,TmIO,-2.91766,3.43,JARVIS
JVASP-121940,TmInO3,-2.76376,2.623,JARVIS
JVASP-145713,TmMoBrO4,-2.62158,1.866,JARVIS
JVASP-117267,TmMoClO4,-2.70119,2.495,JARVIS
JVASP-1363,TmN,-2.04937,0.268,JARVIS
JVASP-78659,TmNiBi,-0.69492,0.126,JARVIS
JVASP-1459,TmNiSb,-0.92197,0.228,JARVIS
JVASP-10580,TmP5,-0.57296,0.312,JARVIS
JVASP-105355,TmPaO4,-4.03754,2.872,JARVIS
JVASP-116730,TmSbO4,-2.6104,2.254,JARVIS
JVASP-41626,TmSbPb2O6,-2.08521,2.842,JARVIS
JVASP-35756,TmSbPd,-0.68811,0.405,JARVIS
JVASP-147533,TmSeF,-2.98859,1.809,JARVIS
JVASP-146828,TmTiClO3,-3.31848,3.121,JARVIS
JVASP-49842,TmTlO2,-2.62696,1.443,JARVIS
JVASP-144500,TmTlO3,-2.2905,0.692,JARVIS
JVASP-79614,TmTlS2,-1.62311,1.433,JARVIS
JVASP-79634,TmTlSe2,-1.43024,1.241,JARVIS
JVASP-36205,TmTlTe2,-1.05942,0.711,JARVIS
JVASP-152495,TmVO4,-3.25236,2.757,JARVIS
JVASP-19092,U2P2O9,-2.86229,0.246,JARVIS
JVASP-85460,U3CuO10,-2.85398,0.401,JARVIS
JVASP-54764,U3H2O10,-2.7632,2.131,JARVIS
JVASP-119068,UAgF6,-3.05407,0.92,JARVIS
JVASP-150145,UB2O6,-2.84191,2.287,JARVIS
JVASP-30106,UB4H16,-0.14075,0.257,JARVIS
JVASP-34214,UBi2O6,-2.24953,1.665,JARVIS
JVASP-132915,UBi4As2O16,-1.46392,1.015,JARVIS
JVASP-60638,UBr4,-1.35092,0.176,JARVIS
JVASP-5647,UBr5,-1.25509,0.314,JARVIS
JVASP-8689,UCO5,-2.41607,2.48,JARVIS
JVASP-36072,UCd2O5,-2.23952,2.095,JARVIS
JVASP-152052,UCdO4,-2.64302,1.927,JARVIS
JVASP-39059,UCdPb2O6,-2.10936,1.754,JARVIS
JVASP-154832,UCl2O2,-2.48907,1.732,JARVIS
JVASP-5314,UCl5,-1.65304,0.376,JARVIS
JVASP-55635,UCl6,-1.52813,1.447,JARVIS
JVASP-106990,UF3,-3.52568,0.339,JARVIS
JVASP-2151,UF5,-3.62056,0.845,JARVIS
JVASP-97762,UH12N2O14,-1.13771,2.446,JARVIS
JVASP-29311,UH2O4,-2.25082,2.632,JARVIS
JVASP-52008,UI4,-0.84009,0.278,JARVIS
JVASP-1342,UN2,-1.57409,0.864,JARVIS
JVASP-3924,UO2F2,-3.3378,2.289,JARVIS
JVASP-1257,UO3,-3.22514,1.808,JARVIS
JVASP-57524,UOF4,-3.35827,2.551,JARVIS
JVASP-146189,UPbI6,-0.77652,0.124,JARVIS
JVASP-29297,UPbO4,-2.69166,1.591,JARVIS
JVASP-11148,URh2O6,-1.983,0.505,JARVIS
JVASP-8744,USb2O6,-2.26805,1.422,JARVIS
JVASP-29245,USeO5,-2.17306,2.019,JARVIS
JVASP-96823,USeO6,-1.87078,2.255,JARVIS
JVASP-34885,UTa2O8,-2.68774,1.264,JARVIS
JVASP-35368,UTl2O4,-2.2838,1.586,JARVIS
JVASP-29423,UTl2Te2O8,-1.75496,1.866,JARVIS
JVASP-41478,UTlO3,-2.73172,0.439,JARVIS
JVASP-52424,V2Bi4O11,-1.79879,2.275,JARVIS
JVASP-151145,V2Cd2O7,-2.0881,2.303,JARVIS
JVASP-147200,V2Cd3O8,-1.9295,2.624,JARVIS
JVASP-109218,V2CdO6,-2.23798,2.139,JARVIS
JVASP-98801,V2CdP2O10,-2.26979,0.387,JARVIS
JVASP-113170,V2CoP2H8O14,-1.67175,0.135,JARVIS
JVASP-144740,V2Cu3Bi4O14,-1.59713,0.105,JARVIS
JVASP-133610,V2Cu3O8,-1.62262,0.172,JARVIS
JVASP-143668,V2Cu3O9,-1.41817,0.182,JARVIS
JVASP-119711,V2Cu5H4O12,-1.2961,0.345,JARVIS
JVASP-143251,V2Ge2O7,-1.96877,0.213,JARVIS
JVASP-141557,V2MoO8,-2.26399,0.725,JARVIS
JVASP-89224,V2NiO6,-2.10307,0.529,JARVIS
JVASP-147108,V2NiP2H8O14,-1.66729,0.323,JARVIS
JVASP-57394,V2NiTe2O10,-1.71289,0.656,JARVIS
JVASP-141001,V2O3F3,-2.69869,0.184,JARVIS
JVASP-142566,V2O5,-2.40265,1.62,JARVIS
JVASP-143281,V2OF4,-2.85194,0.636,JARVIS
JVASP-120595,V2OF7,-2.78056,0.133,JARVIS
JVASP-45914,V2P2O7,-2.15367,1.323,JARVIS
JVASP-140568,V2P3O10,-2.25086,0.109,JARVIS
JVASP-12668,V2Pb3O8,-2.05488,2.861,JARVIS
JVASP-29737,V2PbO6,-2.25768,1.962,JARVIS
JVASP-98745,V2S2O11,-1.77176,2.056,JARVIS
JVASP-30570,V2S5,-0.60084,0.448,JARVIS
JVASP-5491,V2Se9,-0.38941,0.5,JARVIS
JVASP-46369,V2Si2O7,-2.59183,0.717,JARVIS
JVASP-44420,V2SiO4,-2.23688,0.238,JARVIS
JVASP-29522,V2Te2O7F2,-1.9449,0.655,JARVIS
JVASP-97920,V2Te2O9,-1.82381,2.042,JARVIS
JVASP-112770,V2Zn2O7,-2.17894,2.282,JARVIS
JVASP-55455,V2Zn3O8,-2.08235,2.607,JARVIS
JVASP-60219,V2Zn3Si4O14,-2.39202,0.31,JARVIS
JVASP-140825,V2ZnCuO7,-1.98701,0.476,JARVIS
JVASP-10353,V2ZnO5,-2.22377,0.484,JARVIS
JVASP-101253,V2ZnO6,-2.2768,2.157,JARVIS
JVASP-116574,V3As2O9,-2.05043,0.679,JARVIS
JVASP-146940,V3OF11,-2.84412,0.412,JARVIS
JVASP-117299,V3P2O8,-2.11262,0.983,JARVIS
JVASP-144598,V3Pb2O9,-2.23906,0.189,JARVIS
JVASP-97508,V3Pb5ClO12,-2.0406,2.597,JARVIS
JVASP-23584,V4GaSe8,-0.73554,0.228,JARVIS
JVASP-117081,V4O3F5,-2.69123,0.105,JARVIS
JVASP-147453,V4O5F7,-2.74525,0.246,JARVIS
JVASP-48403,V4O7F5,-2.6119,0.135,JARVIS
JVASP-29479,V4S9Br4,-0.77372,0.675,JARVIS
JVASP-143271,V4SnO12,-2.26093,2.404,JARVIS
JVASP-43806,V5O12,-2.38143,0.119,JARVIS
JVASP-116878,V6O5F19,-2.75451,0.309,JARVIS
JVASP-143606,VAg2AsO6,-1.36097,1.266,JARVIS
JVASP-57331,VAg2PO6,-1.74416,1.624,JARVIS
JVASP-101678,VAg3HgO4,-1.11884,1.417,JARVIS
JVASP-153481,VAg3O4,-1.23923,0.899,JARVIS
JVASP-11706,VAgHgO4,-1.3329,1.331,JARVIS
JVASP-112425,VAgO3,-1.8136,1.326,JARVIS
JVASP-117169,VAgOF4,-2.35133,1.469,JARVIS
JVASP-114518,VBO4,-2.4367,2.777,JARVIS
JVASP-140556,VBiO4,-2.1409,2.131,JARVIS
JVASP-140964,VBiPbO5,-1.95572,2.606,JARVIS
JVASP-12183,VBr2,-0.86522,1.143,JARVIS
JVASP-30232,VC2O6,-1.59171,1.491,JARVIS
JVASP-145805,VCd2BiO6,-1.7723,2.279,JARVIS
JVASP-145558,VCdAgO4,-1.69836,1.903,JARVIS
JVASP-142579,VCdO3,-2.00597,0.23,JARVIS
JVASP-1927,VCl2,-1.20415,1.26,JARVIS
JVASP-102248,VCl2O,-1.70531,0.346,JARVIS
JVASP-122293,VCl3O,-1.48075,2.412,JARVIS
JVASP-137568,VCl5,-1.03286,0.975,JARVIS
JVASP-121777,VCoO4,-1.87643,0.325,JARVIS
JVASP-151900,VCrO4,-2.34098,0.443,JARVIS
JVASP-146419,VCrSbO6,-2.05563,0.101,JARVIS
JVASP-104829,VCu3HgSe4,-0.23823,0.688,JARVIS
JVASP-89270,VCu3O4,-1.33922,0.463,JARVIS
JVASP-2274,VCu3S4,-0.64448,1.18,JARVIS
JVASP-100633,VCu3Se2S2,-0.558,1.016,JARVIS
JVASP-3489,VCu3Se4,-0.46694,0.975,JARVIS
JVASP-100325,VCu3Te2Se2,-0.34201,0.706,JARVIS
JVASP-36720,VCu3Te4,-0.21932,0.551,JARVIS
JVASP-146813,VCuBi2O7,-1.58558,0.123,JARVIS
JVASP-114262,VCuO,1.63517,0.238,JARVIS
JVASP-150572,VCuO3,-1.90186,0.672,JARVIS
JVASP-119294,VCuO4,-1.60976,0.155,JARVIS
JVASP-110324,VF4,-2.90767,0.374,JARVIS
JVASP-117097,VF5,-2.7784,2.934,JARVIS
JVASP-56856,VFeSb,-0.2166,0.514,JARVIS
JVASP-156352,VGeIr,-0.45729,0.418,JARVIS
JVASP-98340,VH10SO10,-1.25056,1.489,JARVIS
JVASP-98799,VH16C6N6O7F2,-0.76411,1.298,JARVIS
JVASP-13219,VH2O2,-1.2429,0.321,JARVIS
JVASP-96844,VH4C2O6,-1.25287,1.266,JARVIS
JVASP-98161,VH4NO3,-1.31741,2.957,JARVIS
JVASP-85672,VH6O3F3,-0.79747,1.615,JARVIS
JVASP-122317,VHO3,-1.97341,1.878,JARVIS
JVASP-102833,VHgO3,-1.7759,1.97,JARVIS
JVASP-85236,VINCl3,-0.66592,1.001,JARVIS
JVASP-106927,VIn3S4,-0.64507,1.575,JARVIS
JVASP-110723,VIn3Se4,-0.52082,1.275,JARVIS
JVASP-96852,VInCuO5,-1.78515,0.186,JARVIS
JVASP-12665,VInO4,-2.17445,2.973,JARVIS
JVASP-119292,VMoO5,-2.27871,0.119,JARVIS
JVASP-5404,VNCl4,-0.7084,1.153,JARVIS
JVASP-30589,VO2,-2.30738,1.6,JARVIS
JVASP-48573,VO2F,-2.54904,1.357,JARVIS
JVASP-46813,VOF,-2.62445,0.203,JARVIS
JVASP-147095,VOF2,-2.79418,0.325,JARVIS
JVASP-122320,VOF3,-2.7405,2.947,JARVIS
JVASP-144409,VP2Cl7O4,-1.38328,1.798,JARVIS
JVASP-33572,VP2H6O6,-1.30548,1.274,JARVIS
JVASP-95257,VPH5NO6,-1.53165,2.199,JARVIS
JVASP-140559,VPO5,-2.34569,1.562,JARVIS
JVASP-113051,VPPb3O8,-2.0254,3.094,JARVIS
JVASP-140905,VPb2N3,-0.21303,1.459,JARVIS
JVASP-29519,VPbClO3,-2.01368,2.0,JARVIS
JVASP-29275,VRe2O9,-1.82792,0.432,JARVIS
JVASP-42957,VRhO4,-1.81131,0.194,JARVIS
JVASP-153881,VS2Br2N3,-0.17324,0.74,JARVIS
JVASP-134860,VS2F,-1.20611,0.695,JARVIS
JVASP-86537,VS2N3Cl2,-0.29816,0.649,JARVIS
JVASP-27297,VS4,-0.60948,0.914,JARVIS
JVASP-120585,VSO4,-1.56441,1.115,JARVIS
JVASP-87955,VSO5,-1.80553,0.258,JARVIS
JVASP-11821,VSb2O5,-1.84464,0.767,JARVIS
JVASP-145592,VSb3P4O16,-2.03211,0.522,JARVIS
JVASP-8750,VSbRu,-0.18692,0.39,JARVIS
JVASP-142047,VSeO4,-1.62777,0.388,JARVIS
JVASP-30772,VSi4O10,-2.65004,1.322,JARVIS
JVASP-78585,VSiRh,-0.49461,0.39,JARVIS
JVASP-110330,VSnRh,-0.26731,0.496,JARVIS
JVASP-59228,VTeO4,-1.83077,0.292,JARVIS
JVASP-54512,VZn2P2O9,-2.1447,1.382,JARVIS
JVASP-117052,W2C3N6,0.15622,0.22,JARVIS
JVASP-85222,W2NCl8,-0.95043,0.156,JARVIS
JVASP-28901,W2Se3S,-0.60215,0.515,JARVIS
JVASP-28827,W2SeS3,-0.77858,0.659,JARVIS
JVASP-119413,W3O10,-1.77431,0.261,JARVIS
JVASP-30634,W3O8,-2.00268,0.102,JARVIS
JVASP-90296,W3Se2S4,-0.9437,1.14,JARVIS
JVASP-28465,W3Se4S2,-0.62264,0.526,JARVIS
JVASP-30364,WBr2O2,-1.50036,0.184,JARVIS
JVASP-5863,WBr4O,-0.95257,0.401,JARVIS
JVASP-3996,WBr6,-0.4982,0.34,JARVIS
JVASP-120035,WBrO,1.5114,0.781,JARVIS
JVASP-88011,WCl2O2,-1.74537,1.998,JARVIS
JVASP-13822,WCl4O,-1.24696,0.5,JARVIS
JVASP-5221,WCl6,-0.94806,1.392,JARVIS
JVASP-120977,WClO,1.28476,0.792,JARVIS
JVASP-30618,WF4,-2.31913,0.13,JARVIS
JVASP-8361,WF5,-2.28038,3.002,JARVIS
JVASP-32438,WF6,-2.66258,0.828,JARVIS
JVASP-37188,WN2,-0.58811,1.758,JARVIS
JVASP-12170,WO2F2,-2.55967,2.437,JARVIS
JVASP-52394,WO3,-2.37998,1.233,JARVIS
JVASP-88037,WOF4,-2.70548,2.606,JARVIS
JVASP-78795,WS2,-0.99567,1.824,JARVIS
JVASP-5545,WS8Cl6,-0.45561,0.562,JARVIS
JVASP-99027,WSCl4,-0.92114,1.696,JARVIS
JVASP-75,WSe2,-0.54463,1.046,JARVIS
JVASP-28870,WSeS,-0.70628,0.521,JARVIS
JVASP-1936,XeF2,-0.56445,2.302,JARVIS
JVASP-32666,XeF3,-0.55955,2.361,JARVIS
JVASP-12503,XeF4,-0.55939,2.633,JARVIS
JVASP-24614,XeIF7,-1.2902,2.832,JARVIS
JVASP-133278,XeNO3F,-0.14378,2.272,JARVIS
JVASP-5329,XeO2F2,0.48366,1.759,JARVIS
JVASP-57251,XeO3,1.3955,1.662,JARVIS
JVASP-23185,Y2Be2FeSi2O10,-3.02367,0.72,JARVIS
JVASP-110896,Y2Br3,-1.63623,0.687,JARVIS
JVASP-105924,Y2CI2,-1.10481,0.528,JARVIS
JVASP-13308,Y2CdS4,-1.81925,1.114,JARVIS
JVASP-141673,Y2CdSe4,-1.59739,0.601,JARVIS
JVASP-12786,Y2Cl3,-1.97042,0.706,JARVIS
JVASP-141979,Y2CrSbO7,-2.80445,0.573,JARVIS
JVASP-111845,Y2GaN3,-1.30563,1.563,JARVIS
JVASP-46109,Y2Ge2O7,-2.82618,3.198,JARVIS
JVASP-12158,Y2GeI2,-1.32016,0.222,JARVIS
JVASP-50975,Y2GeO5,-3.05098,3.388,JARVIS
JVASP-57163,Y2Hf2O7,-3.83477,3.451,JARVIS
JVASP-87881,Y2HfS5,-2.08103,1.247,JARVIS
JVASP-50371,Y2HgO4,-2.83236,2.264,JARVIS
JVASP-113049,Y2MgS4,-2.08595,1.482,JARVIS
JVASP-11406,Y2MgSe4,-1.80755,1.399,JARVIS
JVASP-143671,Y2MgTiO6,-3.58191,3.213,JARVIS
JVASP-55309,Y2Mn2O7,-2.84065,1.113,JARVIS
JVASP-143610,Y2MnCrO6,-2.96957,0.19,JARVIS
JVASP-142349,Y2MnFeO6,-2.77122,0.124,JARVIS
JVASP-91265,Y2MnNiO6,-2.71674,0.469,JARVIS
JVASP-12933,Y2NCl3,-2.28359,2.114,JARVIS
JVASP-49694,Y2Ni2O7,-2.25172,0.414,JARVIS
JVASP-43789,Y2O3,-3.79336,2.867,JARVIS
JVASP-52188,Y2Pb2O7,-2.30026,1.102,JARVIS
JVASP-50446,Y2Pt2O7,-2.24489,1.55,JARVIS
JVASP-145468,Y2Pt2S7,-1.18959,0.399,JARVIS
JVASP-45340,Y2S2O,-2.8705,2.567,JARVIS
JVASP-154741,Y2S3,-2.2895,0.682,JARVIS
JVASP-114375,Y2SO2,-3.47172,3.038,JARVIS
JVASP-22696,Y2SeO2,-3.34407,2.351,JARVIS
JVASP-101345,Y2Si3N4O3,-2.26212,2.95,JARVIS
JVASP-19041,Y2Sn2O7,-2.79689,2.985,JARVIS
JVASP-29400,Y2Te5O13,-1.88217,3.052,JARVIS
JVASP-50266,Y2TeO2,-3.1675,1.235,JARVIS
JVASP-50192,Y2TeO6,-2.6822,2.694,JARVIS
JVASP-109349,Y2TeS2,-2.01688,1.802,JARVIS
JVASP-50635,Y2Th5O13,-4.03514,2.718,JARVIS
JVASP-140668,Y2Th8O19,-4.10335,2.857,JARVIS
JVASP-49573,Y2Ti2O7,-3.59708,2.757,JARVIS
JVASP-12681,Y2Ti2S2O5,-3.11826,0.679,JARVIS
JVASP-22929,Y2TiO5,-3.70052,3.299,JARVIS
JVASP-116630,Y2TiSnO7,-3.20032,2.893,JARVIS
JVASP-46510,Y2V2O7,-3.15439,0.316,JARVIS
JVASP-44467,Y2W2O9,-3.02446,2.92,JARVIS
JVASP-111760,Y2WO6,-3.17272,2.489,JARVIS
JVASP-146875,Y2Zn3N4,-0.81182,1.39,JARVIS
JVASP-35947,Y2ZnS4,-1.83085,0.721,JARVIS
JVASP-35951,Y2ZnSe4,-1.58485,0.307,JARVIS
JVASP-57822,Y2Zr2O7,-3.75002,2.965,JARVIS
JVASP-145905,Y3AlFeS7,-1.7424,0.393,JARVIS
JVASP-61421,Y3AlNiS7,-1.73074,0.209,JARVIS
JVASP-25802,Y3CuGeS7,-1.59678,1.722,JARVIS
JVASP-121690,Y3CuGeSe7,-1.34399,1.1,JARVIS
JVASP-57117,Y3CuSiS7,-1.6862,1.788,JARVIS
JVASP-117269,Y3CuSiSe7,-1.40369,1.57,JARVIS
JVASP-49368,Y3CuSnS7,-1.57867,1.485,JARVIS
JVASP-142214,Y3GaS6,-1.90595,2.052,JARVIS
JVASP-30176,Y3I7O,-1.78885,2.569,JARVIS
JVASP-147377,Y3Mg2CrS8,-1.7683,0.883,JARVIS
JVASP-141170,Y3NbO7,-3.35246,2.02,JARVIS
JVASP-49151,Y3Sb4Au3,-0.84694,0.621,JARVIS
JVASP-119122,Y3Sn4BiO14,-2.51703,3.051,JARVIS
JVASP-116543,Y3TaO7,-3.69553,3.477,JARVIS
JVASP-117161,Y3Te3N,-1.64206,1.136,JARVIS
JVASP-53185,Y3U2O10,-3.75072,0.109,JARVIS
JVASP-147199,Y4CdS7,-1.9859,1.188,JARVIS
JVASP-50066,Y4Cu2O7,-3.00586,1.928,JARVIS
JVASP-111761,Y4GeO8F2,-3.18748,0.615,JARVIS
JVASP-145819,Y4MgS7,-2.16264,1.024,JARVIS
JVASP-137344,Y4MnS7,-1.9648,0.38,JARVIS
JVASP-88567,Y4OsBr4,-1.37849,0.654,JARVIS
JVASP-99410,Y4S3N2,-2.15518,1.499,JARVIS
JVASP-97974,Y4Si2S3O7,-3.09704,2.54,JARVIS
JVASP-119124,Y4Ti2Nb2O15,-3.42374,2.535,JARVIS
JVASP-121854,Y4TiSn3O14,-3.00132,2.75,JARVIS
JVASP-145333,Y6MgGe2S14,-1.74643,2.046,JARVIS
JVASP-142347,Y6MgSi2S14,-1.83788,2.206,JARVIS
JVASP-147496,Y6NiBr10,-1.69122,0.42,JARVIS
JVASP-120434,Y6NiI10,-1.3027,0.443,JARVIS
JVASP-145784,Y6PdBr10,-1.69146,0.34,JARVIS
JVASP-49780,Y6TeO12,-3.38028,2.79,JARVIS
JVASP-24595,Y6UO12,-3.82697,1.975,JARVIS
JVASP-154904,Y6WO12,-3.59891,0.479,JARVIS
JVASP-142348,Y6ZnSi2S14,-1.75587,2.192,JARVIS
JVASP-13313,YAg3Cl6,-1.21479,2.797,JARVIS
JVASP-4122,YAgO2,-2.4864,2.698,JARVIS
JVASP-80721,YAgS2,-1.42632,1.7,JARVIS
JVASP-154672,YAgSe2,-1.28485,1.186,JARVIS
JVASP-3201,YAgTe2,-0.95552,0.844,JARVIS
JVASP-137289,YAl2N3,-1.64753,2.315,JARVIS
JVASP-106860,YAlN2,-1.56399,2.856,JARVIS
JVASP-137017,YAlO2,-2.84005,0.246,JARVIS
JVASP-137016,YAlO3,-3.51802,3.008,JARVIS
JVASP-139507,YAlS2,-1.31394,1.291,JARVIS
JVASP-118964,YAsS,-1.70801,0.149,JARVIS
JVASP-8706,YAuO2,-2.44528,2.764,JARVIS
JVASP-88371,YB4Mo,-0.64747,0.221,JARVIS
JVASP-71725,YBeBr,-0.25093,0.168,JARVIS
JVASP-26420,YBi2BrO4,-2.1786,1.461,JARVIS
JVASP-26409,YBi2ClO4,-2.2254,1.43,JARVIS
JVASP-26392,YBi2IO4,-2.104,1.527,JARVIS
JVASP-30700,YBi3F15,-2.47955,0.667,JARVIS
JVASP-50913,YBi3O6,-1.93819,2.103,JARVIS
JVASP-110958,YBiO2F2,-3.00128,2.306,JARVIS
JVASP-45986,YBiO3,-2.58403,3.169,JARVIS
JVASP-134223,YBiO4,-2.10869,0.961,JARVIS
JVASP-102651,YBiTe3,-0.85335,1.064,JARVIS
JVASP-41682,YBr3,-1.86509,2.514,JARVIS
JVASP-117819,YBrO2,-2.35651,1.832,JARVIS
JVASP-140270,YCO4,-2.17061,0.605,JARVIS
JVASP-124314,YCl3,-2.11829,3.181,JARVIS
JVASP-120102,YClO,-2.61132,3.275,JARVIS
JVASP-8385,YCoF5,-3.02337,0.22,JARVIS
JVASP-142823,YCoO3,-2.55574,0.267,JARVIS
JVASP-59848,YCr3Se2ClO8,-1.64929,0.203,JARVIS
JVASP-55529,YCrB4,-0.68485,0.263,JARVIS
JVASP-8382,YCrF5,-3.29586,0.339,JARVIS
JVASP-96745,YCrO3,-3.04549,1.004,JARVIS
JVASP-147036,YCu3Te3,-0.52863,0.766,JARVIS
JVASP-8318,YCuF5,-2.96487,0.184,JARVIS
JVASP-8028,YCuO2,-2.60636,2.844,JARVIS
JVASP-29358,YCuPbS3,-1.23946,1.671,JARVIS
JVASP-154510,YCuS2,-1.51204,1.713,JARVIS
JVASP-53640,YCuSe2,-1.28044,1.207,JARVIS
JVASP-88026,YCuW2O8,-2.51904,1.245,JARVIS
JVASP-8364,YFeF5,-3.16997,0.56,JARVIS
JVASP-145875,YFeGe2O7,-2.15954,0.504,JARVIS
JVASP-140513,YGa2N3,-0.9352,2.406,JARVIS
JVASP-114948,YGaI4,-0.92854,2.448,JARVIS
JVASP-145477,YGaN2,-1.05976,2.496,JARVIS
JVASP-89004,YGaO3,-2.95546,3.099,JARVIS
JVASP-97944,YH16C4N9O16,-0.75158,1.79,JARVIS
JVASP-136772,YHO,-2.47359,3.211,JARVIS
JVASP-136771,YHO2,-2.45966,3.034,JARVIS
JVASP-2050,YHSe,-1.55306,1.744,JARVIS
JVASP-12033,YI3,-1.47294,2.676,JARVIS
JVASP-30175,YIO,-2.92224,3.499,JARVIS
JVASP-11647,YMn2O4,-2.36939,0.814,JARVIS
JVASP-8381,YMnF5,-3.34691,2.065,JARVIS
JVASP-137735,YMoClO4,-2.70563,2.581,JARVIS
JVASP-1369,YN,-1.96958,0.314,JARVIS
JVASP-98662,YN3O9,-1.01357,3.256,JARVIS
JVASP-139518,YNO2,-1.69192,0.382,JARVIS
JVASP-9714,YNbO4,-3.34639,3.482,JARVIS
JVASP-59852,YNi3Se2ClO8,-1.36514,0.212,JARVIS
JVASP-8714,YNiBi,-0.73319,0.183,JARVIS
JVASP-40772,YNiP,-1.01605,0.58,JARVIS
